,Address,Price SAR,Size m²,Details,District
510,  طريق المدينة المنورة حي الصناعية القديمة  ,355000,323,"عمارة تجارية 
معارض ومكاتب
أنظمة حديثة 
مساحات متنوعه
قبو +أرضي + ميزانين + أول +علوي
للايجار بالكامل او بالمفرد
0544450133
0544508811",حي الصناعية - الرياض
511,  حي المونسية  ,19000,92,"من سيستأجر الفتحه سيعطى شهر مجاناً
فتحه تجاريه في المونسيه 
الشارع في كثافه وحركه 
ومتفرع من طريق الدمام 
على شارع الحله مع الفجر 
مساحة الفتحه 92 متر مربع 

الاجار 19 الف دفعه وحده 
او 21 الف دفعتين",حي المونسية - الرياض
514,  شارع الحماسة حي الملقا  ,250000,291,"معارض للإيجار بالكامل ٣فتحات مساحة ٦٦م وفتحة وحده ٩٢م
العمارة جديدة",حي الملقا - الرياض
517,  طريق عثمان بن عفان حي النرجس  ,30000,48,محل للايجار المساحه 48 متر 4*12 شارع عثمان بن عفان حي النرجس السعر 30 الف ريال دفعتين,حي النرجس - الرياض
519,  حي ظهرة لبن  ,90000,230,"اذا كنت تبحث على الفرص الذهبية النادرة هنا ستجد كل ما تلبي احتياجك لتنمية استثمارك بإيراد وعوائد سنوية فوري مضمونة بعد الله سبحانه.

5 فتحات مشطبة ومرخصة من قبل البلدية باعتباره استثماري ناجح باذن الله كونه يقع على شارع حيوي والمنطقة المجاورة مليئة ب...",حي ظهرة لبن - الرياض
520,  شارع ابي زيد القرطبي حي المربع  ,40000,40,بدأ التأجير - ساحة المربع - محلات تجارية بأسعار مميزة ومساحات متنوعة ، حي المربع بالقرب من طريق الوشم ، للتواصل  0500518200-0532991155,حي المربع - الرياض
521,  المملكة العربية السعودية,17000,64,"٤ محلات للإيجار كل فتحه فيها دوره مياه 
٤في١٦م 

للتواصل والاستفسار / 
0556028511 0542808822 0555215547",حي طويق - الرياض
524,  شارع الامام ابي حنيفة حي العريجاء الوسطى  ,35000,120,,حي العريجاء الوسطى - الرياض
527,  حي الياسمين  ,2400000,3249,"للإيجار صالات ميزانين علي طريق العليا العام بحي الياسمين شمال انس بن مالك جنوب طريق الملك سلمان موقع ممتاز جدا بجوار مدارس عصر التربية العالمية 

مواصفات ::

مساحه التاجيرية  3248 م 

عدد 6 معارض ميزانين
 كل معارض مساحه 288 م 
3 مكاتب  مساحه كل مكتب ...",حي الياسمين - الرياض
528,  شارع الإمام أحمد بن حنبل حي الريان  ,27000,48,"للايجار
يتوفر محل مساحة ٤٢م تقريبا 

المحل يقع  على طريق احمد بن حنبل الحيوي جدا بحي الريان
ملاحظة 
لايقبل نشاط المغاسل والمطاعم 
السعر قابل للتفاوض باذن الله 
💥💥المالك لايرغب بالمغاسل أو المطاعم 

للمفاهمة
0550625411
0555665435
0554872295
اتصل او ...",حي الريان - الرياض
530,  طريق ابن تيمية حي بدر  ,25000,120,"عدد 2 فتحات محلات تجارية

كل محل مساحتة 60 متر تقريبا 

سعر كل محل 25000 ريال",حي بدر - الرياض
535,  حي الحمراء  ,90000,170,"محل مكون من فتحتين 

العمق ٢٢ * العرض ٨  تقريباً",حي الحمراء - الرياض
537,  طريق الإمام عبدالله بن سعود بن عبدالعزيز حي الحمراء  ,130000,140,"معرض للإيجار ب 130 الف مع الضريبة 

موقع مميز على طريق الإمام إمتداد مخرج 9 شرقاً",حي الحمراء - الرياض
539,  شارع خالد بن الوليد حي الشهداء  ,90000,100,"5 معارض ميزانين للإيجار
الإيجار /  900 ريال للمتر المربع ، تؤجر بالكامل أو تفريد

الموقع مميز ، مقتض بالسكان والحركة .. قريب من خط القطار 
 الخدمات مميزة .. حراسات أمنية .. كمرات مراقبة .. بدروم مواقف خاصة ..

ويمكنكم التواصل واتساب مباشرة بالدخول عل...",حي الشهداء - الرياض
542,  طريق الملك سلمان حي القيروان  ,150000,212,"✅ للايجار معرض بطريق الملك سلمان .
🛑 الموقع :
حي القيروان ، طريق الملك سلمان . مع شارع الاعتدال (تجاري بعرض 30 م) .
🛑 المكونات :
- معرض ميزانين واوفيس ودورة مياه .
🛑 المساحة : 212 م٢
🛑 أبرز مميزات العمارة : 
- تقع على طريق الملك سلمان أحد أهم الش...",حي القيروان - الرياض
544,  شارع العليا حي الصحافة  ,1200000,1200,"للايجار 6 معارض ميزانين على طريق العليا العام الشريط التجاري 
حي الصحافة. 

6 معارض ميزانين مفتوحة على بعض 
للايجار بالكامل 


السعر 1.200.000 ريال + ضريبة القيمة المضافة 

شركة بالاس العقارية 
ابو سعود 
0558885755",حي الصحافة - الرياض
545,  حي الياسمين  ,490000,147,محل للايجار يصلح لكوفي او مطعم احدث انواع الديكورات مجهز بجميع الكماليات من اجهزة وطاولات وكراسي تكلفة المحل الاجمالية بحدود 1،000،000 ريال موقع المحل بشارع انس بن مالك الرئيسي حي الياسمين متوسط المبيعات تتراوح يوميا بين 2500 الى 3500 ريال سبب البيع ...,حي الياسمين - الرياض
546,  شارع الشيخ عبدالله المخضوب حي الفلاح  ,24000,35,"محل للإيجار في حي الفلاح مقابل جامع دار العلوم 
قريب من جامعة الامام و جامعة دار العلوم 

العرض : ٤ متر 
عمق : ٨.٥ متر تقريبا

لا يقبل نشاط مغاسل ملابس داخل المحل أو مطعم

مكتب اليوسف للعقارات 
٠٥٥٥٢١٠٢٥٣",حي الفلاح - الرياض
550,  طريق الأمير سعد بن عبدالرحمن الأول حي الروابي  ,160000,143,"محلات للايجار في الروابي بلازا 2 - الموقع مميز للغايه ، 
للتواصل  0532992200",حي الروابي - الرياض
551,  حي الربوة  ,2200000,2500,"محل للايجار مساحته 2500 تقريباً اربع فتحات كبيره 

مطلوب مليون وميه حق الايجار المطوف
ومليون وميه ثانيه لنقل القدم والتقبيل 
و550 الف حق الايجار السنوي بعد كذا على قسطين


قابل التفاوض للجاد بالمعقول بارك الله للجميع
 للتواصل 0532991155",حي الربوة - الرياض
553,  حي الروابي  ,14000,35,محل للايجار في حي الروابي شارع عبدالله بن عباس,حي الروابي - الرياض
554,  حي النرجس  ,35000,48,"للايجار  محل فتحه وحده على الشارعً 
مساحه كل محل 48 متر ب 35000 ريال
طريق عثمان بن عفان بعد معهد الاداره النسائي مباشره
مقاس كل محل 4*12
على الشارع مباشره",حي النرجس - الرياض
555,  طريق الأمير سعد بن عبدالرحمن الأول حي السعادة  ,6000,20,"محلات للايجار  داخل مجمع السعادة
خطط مرنة في السداد (شهري - ربع سنوي - نصف سنوي - سنوي )
اسعار تنافسية 
 للتواصل 0532992200",حي السعادة - الرياض
559,  حي طويق  ,17000,64,"٣ محلات للإيجار ٤في١٦م 
كل محل فيه دوره مياه 


للتواصل والاستفسار / 
0556028511 0542808822 0555215547",حي طويق - الرياض
561,  شارع الزبير بن العوام حي الروابي  ,22000,40,"📌طريقة الدفع:
•سنوي 
•نصف سنوي 
•ربع سنوي 
•شهري 
(تختلف الاسعار حسب طريقة الدفع)

للاستفسار واتساب 
00699545441282


مكتب الثريا للعقارات 
نتشرف بخدمتكم",حي الروابي - الرياض
562,  طريق الامير مساعد بن عبدالرحمن بن فيصل حي العريجاء الوسطى  ,25000,64,"للايجار محل فتحتين
النشاط السابق مغسلة
بدون أجهزة أو عمال
عداد كهرب مستقل
الموقع ممتاز جداً
المغسلة معروفه من قبل 20 سنة
سبب الأقفال ألغاء النشاط 

للمفاهمه أو الأستفسار التواصل على جوال 0555281107 أبوسليمان

الايجار 25 ألف / سنوي 
لا يوجد شهري

** ن...",حي العريجاء الوسطى - الرياض
563,  شارع محمد بن اسماعيل الصنفاني حي الخليج  ,55000,90,"للإيجار محل فتحتين مساحة المحل 9/7

ف حال دفعه واحده 50 الف ريال",حي الخليج - الرياض
566,  شارع علي بن محمد بن عبدالوهاب حي الملز  ,20000,36,يوجد عدد ٢ محل لصق بعض مساحة كل واحده ٣٦ متر مربع ويوجد في محل حمام، المحل ينفع يفتح لي شي، سعر قابل للتفاوض، للتواصل علي رقم ٠٥٥٠٠٨٠٠٩١,حي الملز - الرياض
